datetime,volume,demand_bid,supply_bid,price
2024-01-02 22:00:00,21236.6,7886.2,14154.225,2984.7005514536227
2024-01-02 23:00:00,20925.5,8166.35,15925.6,3100.3855641203318
2024-01-03 00:00:00,18570.0,5756.9,19804.15,1999.5938025848145
2024-01-03 01:00:00,17860.1,5579.325,21937.35,1999.3789238582096
2024-01-03 02:00:00,17030.4,5372.8,23632.3,1999.1452364007891
2024-01-03 03:00:00,16603.6,5265.8,23799.05,1999.0200331253466
2024-01-03 04:00:00,16757.9,5304.475,21455.575,1999.042548827717
2024-01-03 05:00:00,20586.23,6507.5,17669.5,2502.051920667359
2024-01-03 06:00:00,31161.9,9820.725,11576.675,3729.609004649909
2024-01-03 07:00:00,35227.09,14355.3,9078.65,7530.0391453566
2024-01-03 08:00:00,28723.38,18946.3,7213.95,10000.0
2024-01-03 09:00:00,27616.5,20526.75,7031.725,10000.0
2024-01-03 10:00:00,31706.39,14909.025,8108.0,9890.479237781406
2024-01-03 11:00:00,33987.8,12186.275,9848.375,4893.0979757442365
2024-01-03 12:00:00,31694.33,10687.825,10356.375,3900.8745184327922
2024-01-03 13:00:00,30769.88,9585.525,12224.2,3221.085049548455
2024-01-03 14:00:00,33313.3,10261.475,12537.725,3350.8001409647195
2024-01-03 15:00:00,36019.200000000004,11438.225,12431.825,3558.2968992093106
2024-01-03 16:00:00,32161.079999999998,13409.475,8773.0,6815.503427745585
2024-01-03 17:00:00,23533.69,19422.15,5906.525,9999.999999999998
2024-01-03 18:00:00,28186.88,18062.9,7069.825,10000.0
2024-01-03 19:00:00,30061.59,13217.175,7599.475,9385.907374959206
2024-01-03 20:00:00,27270.0,9914.95,8344.425000000001,4743.49260990099
2024-01-03 21:00:00,24532.699999999997,7853.525,11275.575,3129.5965519082697
2024-01-03 22:00:00,20718.02,6628.025,14192.075,2624.451449371127
2024-01-03 23:00:00,18503.09,6061.175,16516.275,2406.1579011019244
2024-01-04 00:00:00,22095.03,7738.5,19097.925,2857.4152620159375
2024-01-04 01:00:00,23329.46,7564.45,21474.325,2460.830455218423
2024-01-04 02:00:00,23522.760000000002,7384.35,23151.15,2198.183076084609
2024-01-04 03:00:00,23743.18,7258.3,23762.175,2000.0852418252316
2024-01-04 04:00:00,23923.11,7639.625,21588.975,2308.0721213838833
2024-01-04 05:00:00,27744.43,9365.9,17911.65,3046.6412704207655
2024-01-04 06:00:00,35993.41,13366.525,11887.75,4036.416729262384
2024-01-04 07:00:00,35273.29,18418.55,8880.625,8793.24307327159
2024-01-04 08:00:00,28796.98,23926.875,7199.25,10000.0
2024-01-04 09:00:00,28257.760000000002,25500.25,7096.200000000001,10000.0
2024-01-04 10:00:00,32562.48,19575.375,8267.625,10000.0
2024-01-04 11:00:00,36919.1,16201.2,9532.625,7129.617180402555
2024-01-04 12:00:00,34404.81,14124.55,9975.7,4876.182607795247
2024-01-04 13:00:00,33672.7,11810.425,12286.15,3636.942741775979
2024-01-04 14:00:00,37115.4,13167.725,13320.675,3679.9796610301923
2024-01-04 15:00:00,42183.18,15381.375,12815.575,3980.8554869310465
2024-01-04 16:00:00,31230.7,15855.55,8099.325,7183.633524128502
2024-01-04 17:00:00,21585.4,21802.5,5396.35,10000.000000000002
2024-01-04 18:00:00,26394.7,21140.05,6598.675,10000.000000000002
2024-01-04 19:00:00,30428.48,16839.95,7607.125,10000.0
2024-01-04 20:00:00,31271.3,12764.625,9583.575,5344.810163920271
2024-01-04 21:00:00,27611.03,10776.275,12075.1,3860.6661837026722
2024-01-04 22:00:00,23157.1,8776.05,14387.5,3093.450465101416
2024-01-04 23:00:00,22700.36,8597.975,16410.15,3073.801561622811
2024-01-05 00:00:00,22933.699999999997,8079.075000000001,18439.8,2771.004756668135
2024-01-05 01:00:00,23527.0,8144.775,20922.125,2370.677019892039
2024-01-05 02:00:00,24217.6,7801.6,22534.1,1999.8650461647728
2024-01-05 03:00:00,23689.4,7669.25,22779.725,1999.730638091298
2024-01-05 04:00:00,24733.4,8288.5,20727.65,2252.264231969725
2024-01-05 05:00:00,29586.21,10140.675,17061.175,3112.7564211874387
2024-01-05 06:00:00,34231.33,14114.025,10723.125,4793.94990217149
2024-01-05 07:00:00,36320.880000000005,21829.025,9123.625,9127.248289413692
2024-01-05 08:00:00,30252.29,30280.4,7563.075,10000.000000000002
2024-01-05 09:00:00,28247.7,29208.875,7061.925,10000.000000000002
2024-01-05 10:00:00,33748.89,21329.825,8437.225,10000.0
2024-01-05 11:00:00,36983.799999999996,17366.775,9534.75,7756.231239218252
2024-01-05 12:00:00,33464.2,14022.25,10443.725,4292.767530943516
2024-01-05 13:00:00,33555.4,11940.5,11389.325,3630.6407754340585
2024-01-05 14:00:00,36475.03,13710.6,12300.95,3853.5754024383264
2024-01-05 15:00:00,44426.39,17438.85,12238.425,5009.828951211206
2024-01-05 16:00:00,35073.5,19909.5,8888.975,8378.397183913781
2024-01-05 17:00:00,28176.19,26285.625,7044.05,10000.0
2024-01-05 18:00:00,26728.989999999998,22719.275,6682.25,10000.0
2024-01-05 19:00:00,30321.78,17926.85,7580.45,10000.0
2024-01-05 20:00:00,31912.5,13719.625,9397.7,5328.435193701528
2024-01-05 21:00:00,26974.2,10640.95,11439.8,3706.1774984244194
2024-01-05 22:00:00,24161.97,9075.75,13415.7,3165.9456389731467
2024-01-05 23:00:00,22766.9,8781.375,15268.25,3063.1821914270276
2024-01-06 00:00:00,21912.87,7911.475,16680.375,3070.9575768806194
2024-01-06 01:00:00,22788.1,7663.625,19047.575,2688.3477528183566
2024-01-06 02:00:00,23326.2,7497.925,20566.25,2424.9595891529693
2024-01-06 03:00:00,24173.3,7433.474999999999,20958.324999999997,2078.7874587664905
2024-01-06 04:00:00,23939.2,7713.6,19166.575,2325.7723032097983
2024-01-06 05:00:00,25541.5,9043.075,15157.25,3125.7758764755395
2024-01-06 06:00:00,31834.9,13595.5,9918.3,4755.259660611468
2024-01-06 07:00:00,31403.579999999998,18329.0,7850.9,10000.0
2024-01-06 08:00:00,31648.16,21666.75,7912.05,10000.0
2024-01-06 09:00:00,33136.880000000005,22688.95,8284.224999999999,9999.999999999998
2024-01-06 10:00:00,33031.6,18119.65,8257.9,10000.0
2024-01-06 11:00:00,35605.19,14957.675,9643.175,6092.002490086417
2024-01-06 12:00:00,33545.28,12794.0,10509.725,3909.090951961051
2024-01-06 13:00:00,33216.3,11147.725,11623.5,3491.5099834117586
2024-01-06 14:00:00,36144.8,12813.45,12134.9,3682.943196836059
2024-01-06 15:00:00,38971.55,15046.525,11342.3,4607.611438947129
2024-01-06 16:00:00,27580.6,15630.974999999999,7002.675,8312.608122230844
2024-01-06 17:00:00,23785.1,21098.225,5946.275,10000.0
2024-01-06 18:00:00,28105.07,20267.225,7026.275,10000.0
2024-01-06 19:00:00,34220.270000000004,17529.15,8618.575,10000.000000000002
2024-01-06 20:00:00,36144.01,13848.1,10370.175,5700.059987809876
2024-01-06 21:00:00,29004.6,10804.025,11707.65,4055.169840059853
2024-01-06 22:00:00,22274.5,8829.175,12906.15,3286.871331926643
2024-01-06 23:00:00,21135.8,8517.15,14033.5,3134.27285458795
2024-01-07 00:00:00,22592.9,7510.65,17080.95,2635.534207782091
2024-01-07 01:00:00,22961.190000000002,7373.85,19673.7,2437.460092368906
2024-01-07 02:00:00,23455.8,7248.425,21414.425,2041.506207078846
2024-01-07 03:00:00,23472.46,7133.375,21422.15,2000.0208745823832
2024-01-07 04:00:00,23630.6,7322.7,19630.075,2176.139615176932
2024-01-07 05:00:00,26826.1,8655.075,15582.4,3093.0250749083916
2024-01-07 06:00:00,28455.02,11710.9,9637.05,4497.666324145968
2024-01-07 07:00:00,38349.770000000004,16119.0,10089.65,8506.617137067575
2024-01-07 08:00:00,38226.34,18267.975,9683.6,10000.000000000002
2024-01-07 09:00:00,35852.49,18395.1,9090.125,10000.0
2024-01-07 10:00:00,34240.48,15277.375,9072.525,8462.757855952954
2024-01-07 11:00:00,31163.97,12563.65,9920.975,4735.116148930962
2024-01-07 12:00:00,28446.08,11273.125,10199.675,3982.2239454610262
2024-01-07 13:00:00,28609.5,9925.5,11736.175,3303.9806224505846
2024-01-07 14:00:00,31703.2,11251.225,11856.5,3600.021569652275
2024-01-07 15:00:00,33175.5,12949.025000000001,10754.775,4514.885992645174
2024-01-07 16:00:00,29227.6,12684.275,8610.6,5300.729054079022
2024-01-07 17:00:00,30708.18,14429.925,7814.05,10000.0
2024-01-07 18:00:00,34944.9,15131.55,9244.375,9097.27574507296
2024-01-07 19:00:00,37895.0,15663.075,10141.875,7465.946189708406
2024-01-07 20:00:00,35798.52,12987.225,11252.025,4834.937431681532
2024-01-07 21:00:00,27220.3,9883.599999999999,12955.1,3647.710075274703
2024-01-07 22:00:00,21616.59,7793.15,13857.5,2839.012840873607
2024-01-07 23:00:00,20792.489999999998,7838.875,14483.275,3024.91318323587
2024-01-08 00:00:00,22102.300000000003,7878.950000000001,17729.4,3039.1602473498237
2024-01-08 01:00:00,22835.59,7708.25,20347.325,2772.974687227262
2024-01-08 02:00:00,23374.2,7533.15,21666.375,2499.305257420575
2024-01-08 03:00:00,23311.12,7489.725,21662.75,2475.0476396071917
2024-01-08 04:00:00,23223.4,7648.675,19419.025,2667.234129412575
2024-01-08 05:00:00,24360.7,8347.375,14381.725,3133.177362678412
2024-01-08 06:00:00,29132.6,12307.925,9171.575,4645.485580106136
2024-01-08 07:00:00,30503.09,16841.85,7625.775,10000.0
2024-01-08 08:00:00,26216.5,20286.7,6554.125,10000.0
2024-01-08 09:00:00,26936.09,21482.45,6734.025,9999.999999999998
2024-01-08 10:00:00,32771.39,18125.075,8255.35,10000.0
2024-01-08 11:00:00,35219.69,14845.475,9335.85,7161.634299790826
2024-01-08 12:00:00,32175.15,13115.75,9788.225,4644.72847879497
2024-01-08 13:00:00,31392.2,11878.15,11197.4,3615.9458704710087
2024-01-08 14:00:00,32664.36,12343.475,11008.3,3785.148289830261
2024-01-08 15:00:00,34654.3,13937.0,9960.25,4818.8373938876275
2024-01-08 16:00:00,33506.89,15620.7,8728.3,7614.651132229818
2024-01-08 17:00:00,24175.86,18966.075,6043.975,10000.0
2024-01-08 18:00:00,30388.47,20274.575,7597.125,10000.0
2024-01-08 19:00:00,33206.6,17777.45,8301.65,10000.0
2024-01-08 20:00:00,34442.21,13328.325,10382.925,5618.1518867430395
2024-01-08 21:00:00,27510.0,10321.85,11827.85,3816.4581202835334
2024-01-08 22:00:00,22399.27,8338.75,12864.475,2990.720476649462
2024-01-08 23:00:00,22436.2,8236.775,14034.025,3080.32846707553
2024-01-09 00:00:00,24228.82,7834.75,19461.0,2500.1575992021076
2024-01-09 01:00:00,25643.28,7995.3,21595.125,2322.9610048948502
2024-01-09 02:00:00,26499.93,7881.05,23002.25,1999.990052219006
2024-01-09 03:00:00,26490.199999999997,7873.875,23043.699999999997,1999.9374860891953
2024-01-09 04:00:00,25739.05,8120.45,20985.325,2333.8537091578746
2024-01-09 05:00:00,24552.4,8271.8,15209.1,2993.1286153288484
2024-01-09 06:00:00,31396.6,12224.475,10193.8,4392.451090627647
2024-01-09 07:00:00,33254.17,15842.35,8547.55,8518.79927148986
2024-01-09 08:00:00,29079.059999999998,18792.55,7280.875,10000.0
2024-01-09 09:00:00,29669.38,19121.75,7428.45,10000.0
2024-01-09 10:00:00,33956.7,16278.775000000001,8576.125,9796.142387805648
2024-01-09 11:00:00,33183.9,13855.0,10153.0,4554.876246553299
2024-01-09 12:00:00,32174.399999999998,12443.75,10972.5,3766.1230734994283
2024-01-09 13:00:00,32624.39,11348.05,12342.15,3424.8452229237087
2024-01-09 14:00:00,33342.4,11532.1,12275.65,3501.7729383607657
2024-01-09 15:00:00,34486.740000000005,12420.475,11493.9,3790.5551662175076
2024-01-09 16:00:00,34038.2,13553.475,9558.85,5689.66041236023
2024-01-09 17:00:00,25903.68,15663.65,6487.025,10000.0
2024-01-09 18:00:00,30555.98,16514.85,7650.1,10000.0
2024-01-09 19:00:00,32445.62,14733.4,8380.65,8901.480145572808
2024-01-09 20:00:00,30306.6,11425.725,10625.9,4311.754995050584
2024-01-09 21:00:00,27023.1,10329.125,12588.35,3538.4601092028674
2024-01-09 22:00:00,23858.89,8824.45,14274.55,3054.87829361718
2024-01-09 23:00:00,24884.9,8672.825,15900.65,3098.466284895659
2024-01-10 00:00:00,27405.7,9526.225,20981.725,2997.721478123164
2024-01-10 01:00:00,27815.5,8903.7,23297.575,2942.8260666894357
2024-01-10 02:00:00,29877.38,8798.825,24829.925,2559.61055167488
2024-01-10 03:00:00,30422.489999999998,8810.6,25111.375,2499.8103327801246
2024-01-10 04:00:00,29144.75,9163.05,22852.35,2817.0847658737853
2024-01-10 05:00:00,29047.82,10176.725,16550.825,3154.2071711612093
2024-01-10 06:00:00,38424.19,14226.55,11620.725,4633.681254170875
2024-01-10 07:00:00,37040.83,18015.4,9275.225,10000.0
2024-01-10 08:00:00,31160.59,21482.925000000003,7790.15,10000.0
2024-01-10 09:00:00,29154.58,21833.075,7288.65,10000.0
2024-01-10 10:00:00,35168.89,18825.85,8798.475,10000.0
2024-01-10 11:00:00,37321.1,17168.625,10370.4,5523.567936555996
2024-01-10 12:00:00,36940.16,15352.075,11247.15,4404.6509297009
2024-01-10 13:00:00,34648.72,12621.525,13569.425,3329.9412876723877
2024-01-10 14:00:00,34957.700000000004,12592.1,14684.725,3508.3798049070733
2024-01-10 15:00:00,41882.6,14111.7,14421.95,3598.7132361887757
2024-01-10 16:00:00,42026.15,16137.15,11398.325,7060.1281343901355
2024-01-10 17:00:00,29019.39,17231.775,7254.85,10000.0
2024-01-10 18:00:00,30769.38,17065.925,7692.35,10000.0
2024-01-10 19:00:00,31720.42,15684.199999999999,7973.475,9055.920563044248
2024-01-10 20:00:00,34207.31,12931.4,10030.75,4617.277352989756
2024-01-10 21:00:00,30139.29,11003.7,11963.175,3934.8722850671
2024-01-10 22:00:00,26008.77,9525.825,14875.0,3229.2677613512674
2024-01-10 23:00:00,27707.489999999998,9967.475,17835.025,3120.668791593898
2024-01-11 00:00:00,26218.1,9228.475,23428.675,2997.5197377765744
2024-01-11 01:00:00,28228.55,8452.45,25974.9,2727.952093695921
2024-01-11 02:00:00,28534.260000000002,8234.625,26983.8,2449.898471914113
2024-01-11 03:00:00,28904.73,8165.15,26898.425000000003,2325.2817210504995
2024-01-11 04:00:00,28109.65,8336.6,25211.5,2595.115753113255
2024-01-11 05:00:00,27602.06,9624.7,18512.275,3059.0111001207883
2024-01-11 06:00:00,35565.8,12774.325,13248.6,3893.015200951475
2024-01-11 07:00:00,42094.84,16292.300000000001,11933.475,6492.121726620174
2024-01-11 08:00:00,39817.88,20177.775,10041.475,9999.999999999998
2024-01-11 09:00:00,33076.7,21787.125,8356.175,9999.999999999998
2024-01-11 10:00:00,36668.9,18594.75,9254.225,10000.0
2024-01-11 11:00:00,38643.12,17135.45,10438.8,6399.260774544084
2024-01-11 12:00:00,35488.71,14757.075,12062.875,4148.528760659376
2024-01-11 13:00:00,33963.5,12564.25,14848.95,3474.3816362860134
2024-01-11 14:00:00,35367.18,12835.575,15447.25,3522.1685882787374
2024-01-11 15:00:00,39909.5,13642.85,15028.3,3533.948068454879
2024-01-11 16:00:00,40257.13,15089.575,12235.475,4912.26611496895
2024-01-11 17:00:00,31488.579999999998,16061.275,7969.15,10000.0
2024-01-11 18:00:00,32945.09,16073.05,8333.275,10000.000000000002
2024-01-11 19:00:00,34764.130000000005,15373.275000000001,8999.775,8130.88887304529
2024-01-11 20:00:00,32167.199999999997,12234.1,10477.8,4403.328026623393
2024-01-11 21:00:00,28305.09,10627.125,12156.35,3658.210098388664
2024-01-11 22:00:00,24799.61,9248.75,14650.15,3131.2520422579228
2024-01-11 23:00:00,26420.4,9646.275,18123.2,3084.5732906012017
2024-01-12 00:00:00,28780.25,9799.725,23009.575,3006.5409931115955
2024-01-12 01:00:00,29842.17,9171.8,25782.725,2924.5463948432703
2024-01-12 02:00:00,29645.54,8748.85,27255.8,2626.7935113679832
2024-01-12 03:00:00,29574.89,8625.175,27303.975,2508.032813941151
2024-01-12 04:00:00,28862.5,8829.6,24892.55,2806.7734723256826
2024-01-12 05:00:00,29725.3,10163.85,18312.925,3112.1685497539133
2024-01-12 06:00:00,36419.380000000005,13478.275,12936.075,4041.897294709575
2024-01-12 07:00:00,40085.7,17459.175,10602.15,8087.2625170472265
2024-01-12 08:00:00,34724.4,19684.65,8806.1,10000.000000000002
2024-01-12 09:00:00,32039.3,20061.475,8134.825,10000.0
2024-01-12 10:00:00,36274.99,16983.525,9193.75,10000.0
2024-01-12 11:00:00,39199.0,15820.45,11581.75,4787.663681241869
2024-01-12 12:00:00,36611.51,14224.65,12765.225,3818.6410771749106
2024-01-12 13:00:00,34000.0,12187.8,15286.725,3391.6834205882355
2024-01-12 14:00:00,33473.57,12155.6,15681.775,3531.856180864485
2024-01-12 15:00:00,36919.85,12683.725,15281.5,3473.795168073543
2024-01-12 16:00:00,37345.89,13820.925,12370.175,4084.9679412379783
2024-01-12 17:00:00,30122.9,14403.175,7782.7,9131.398496326714
2024-01-12 18:00:00,31801.89,16155.324999999999,8075.475,10000.0
2024-01-12 19:00:00,34925.52,15906.6,8988.35,8536.584700150494
2024-01-12 20:00:00,34246.25,12969.725,10532.3,4600.380483144869
2024-01-12 21:00:00,29536.8,11222.4,12259.275,3724.60710283443
2024-01-12 22:00:00,24824.870000000003,9806.75,14993.725,3171.2215486566492
2024-01-12 23:00:00,24505.45,9496.175,17713.625,3129.4735261911133
2024-01-13 00:00:00,24241.32,8912.175,21448.25,3084.505031475184
2024-01-13 01:00:00,23117.6,8085.525,24103.4,2957.9159188237536
2024-01-13 02:00:00,22879.239999999998,7928.45,25386.875,2839.7142894519225
2024-01-13 03:00:00,23002.2,7821.05,25721.25,2760.196970550643
2024-01-13 04:00:00,22710.8,8145.2,23922.425,2909.490606231396
2024-01-13 05:00:00,26448.08,9727.15,17772.5,3255.572917489663
2024-01-13 06:00:00,37506.39,13728.25,13353.825,4129.528479640403
2024-01-13 07:00:00,43919.75,17844.574999999997,11413.575,7521.3723561951065
2024-01-13 08:00:00,35653.06,19502.6,8923.275,10000.0
2024-01-13 09:00:00,34380.490000000005,18997.475,8710.125,9999.999999999998
2024-01-13 10:00:00,37363.4,16082.85,9764.175,8440.810079650139
2024-01-13 11:00:00,35860.72,14474.15,11200.0,4604.122197819786
2024-01-13 12:00:00,32466.58,12947.675,12752.075,3815.8553248078483
2024-01-13 13:00:00,29993.5,11307.975,15685.175,3426.6292228682883
2024-01-13 14:00:00,31639.0,11639.725,15709.0,3537.5353360409617
2024-01-13 15:00:00,34275.9,12144.425,15032.95,3537.7875089494364
2024-01-13 16:00:00,36641.69,14007.5,12123.825,4545.99306720023
2024-01-13 17:00:00,30636.739999999998,14619.225,7855.075,8812.703678067575
2024-01-13 18:00:00,30986.56,16822.4,7746.65,10000.0
2024-01-13 19:00:00,35057.630000000005,16898.525,8867.625,9160.767058269483
2024-01-13 20:00:00,38834.39,14225.225,11372.125,5232.518868981849
2024-01-13 21:00:00,29545.73,11348.425,12680.25,4133.324671636137
2024-01-13 22:00:00,22449.1,9861.825,15617.65,3505.9050541001648
2024-01-13 23:00:00,21658.71,9821.9,18094.75,3244.390328874619
2024-01-14 00:00:00,27895.97,11671.5,20064.85,3308.8287059206036
2024-01-14 01:00:00,29267.98,10317.875,22285.35,3161.0072254081083
2024-01-14 02:00:00,28652.58,9844.725,23739.0,2961.5349168800853
2024-01-14 03:00:00,29404.079999999998,9754.675,24186.725,2955.622637232656
2024-01-14 04:00:00,27717.12,9657.775,22215.0,3040.566589468892
2024-01-14 05:00:00,32043.0,11836.0,17536.475,3344.9793060262773
2024-01-14 06:00:00,37746.97,14213.225,13130.9,4291.800423649898
2024-01-14 07:00:00,44389.130000000005,18253.25,11678.375,7967.134555734703
2024-01-14 08:00:00,37618.7,18271.025,9749.7,8939.564216945297
2024-01-14 09:00:00,35415.96,15724.0,9599.2,6878.671744925168
2024-01-14 10:00:00,29855.67,12530.1,9950.775,4269.666316200574
2024-01-14 11:00:00,26749.25,11426.675,10572.125,3974.5808109423633
2024-01-14 12:00:00,26216.23,10751.575,11676.2,3629.903313760217
2024-01-14 13:00:00,24078.6,9176.1,13424.55,3198.2305323440733
2024-01-14 14:00:00,24637.58,10038.35,14867.8,3540.251665358367
2024-01-14 15:00:00,28077.0,10792.075,15004.125,3482.225184243331
2024-01-14 16:00:00,28028.260000000002,11683.175,12153.05,3893.79037828249
2024-01-14 17:00:00,23215.9,10651.7,9307.35,4501.808911694141
2024-01-14 18:00:00,32938.26,13111.275,10296.55,5490.489017586235
2024-01-14 19:00:00,34599.72,13759.375,10420.55,5509.858253633266
2024-01-14 20:00:00,34392.67,12288.625,11783.7,4647.3508108006745
2024-01-14 21:00:00,27035.2,10250.474999999999,13329.925,3803.495713773156
2024-01-14 22:00:00,21059.010000000002,9209.025000000001,15121.725,3126.2818380588637
2024-01-14 23:00:00,22132.8,9532.125,16849.875,3165.1519701077136
2024-01-15 00:00:00,22429.4,8872.525,19745.775,3156.263658073778
2024-01-15 01:00:00,22516.01,7920.2,22293.075,2961.983502689863
2024-01-15 02:00:00,23534.47,7694.7,23945.5,2812.8008452028025
2024-01-15 03:00:00,23657.0,7529.825,24312.45,2725.477526482648
2024-01-15 04:00:00,22747.87,7759.475,22153.5,2858.8405430046855
2024-01-15 05:00:00,24174.29,9549.725,15924.225,3304.9113940016437
2024-01-15 06:00:00,29200.58,13366.9,9466.6,5120.917864333517
2024-01-15 07:00:00,29716.79,18071.425,7494.2,10000.0
2024-01-15 08:00:00,27685.8,19945.075,6986.45,9999.999999999998
2024-01-15 09:00:00,28454.69,19186.95,7178.675,10000.0
2024-01-15 10:00:00,33252.4,16901.4,8378.1,10000.000000000002
2024-01-15 11:00:00,34738.71,15319.725,9518.925,5932.285752743842
2024-01-15 12:00:00,33013.76,14204.8,10756.925,4436.791752442012
2024-01-15 13:00:00,31520.92,11858.1,12567.0,3395.8758770143763
2024-01-15 14:00:00,31852.37,12354.95,11840.875,3766.3596935832406
2024-01-15 15:00:00,33791.259999999995,13523.7,10629.075,4251.0804734863395
2024-01-15 16:00:00,31176.45,15719.475,8484.275,6865.802155832367
2024-01-15 17:00:00,28377.38,16784.475,7159.35,10000.000000000002
2024-01-15 18:00:00,35149.19,19796.375,8852.3,10000.0
2024-01-15 19:00:00,36409.18,18874.125,9167.300000000001,9999.999999999998
2024-01-15 20:00:00,37386.26,15440.15,10497.1,6181.173943323028
2024-01-15 21:00:00,31764.84,13095.075,11924.575,4468.341985119397
2024-01-15 22:00:00,23977.39,11608.675,13434.3,3634.9104203793654
2024-01-15 23:00:00,21228.81,11212.75,14939.675,3414.2757933110715
2024-01-16 00:00:00,20599.7,9379.425,17625.3,3505.3003440826806
2024-01-16 01:00:00,21360.4,8314.0,20137.725,3173.1933026628717
2024-01-16 02:00:00,22700.92,8268.7,21830.475,3010.9058246802333
2024-01-16 03:00:00,22916.15,8206.8,22197.9,2930.547431222086
2024-01-16 04:00:00,22454.42,8545.95,20115.8,3069.994673645545
2024-01-16 05:00:00,25158.1,10879.875,14105.525,3569.361951021739
2024-01-16 06:00:00,25855.8,14031.6,7726.1,6258.346683800151
2024-01-16 07:00:00,26080.59,17518.4,6520.15,9999.999999999998
2024-01-16 08:00:00,24647.09,20403.925,6161.775,10000.0
2024-01-16 09:00:00,26804.300000000003,19570.85,6701.075000000001,9999.999999999998
2024-01-16 10:00:00,30529.0,17400.55,7632.25,10000.0
2024-01-16 11:00:00,32327.600000000002,15888.8,8773.55,6536.987859847313
2024-01-16 12:00:00,29332.75,13966.475,9913.55,4158.929793827718
2024-01-16 13:00:00,29499.58,11738.525,11615.15,3490.8259585661895
2024-01-16 14:00:00,30309.3,11819.975,11549.35,3576.6613467483576
2024-01-16 15:00:00,30819.2,12728.275,9877.175,4066.552120398972
2024-01-16 16:00:00,28790.9,15215.025,7422.225,8237.855866263299
2024-01-16 17:00:00,26980.69,17659.175,6745.174999999999,10000.000000000002
2024-01-16 18:00:00,32242.9,20026.175,8060.725,10000.0
2024-01-16 19:00:00,34601.29,19464.15,8650.325,10000.0
2024-01-16 20:00:00,38311.71,15687.125,10037.475,7270.360347504718
2024-01-16 21:00:00,35167.2,13360.25,12111.35,4594.565548152824
2024-01-16 22:00:00,24314.6,10730.65,13648.825,3627.960229820766
