date,price,volume,demand_bid,supply_bid
2024-12-08,"[2700.5565300029743, 2621.032057185655, 2512.4778718600464, 2512.66266103676, 2677.069055098797, 3001.329604017161, 3479.7157797975274, 4212.149778639687, 4109.647090478561, 3456.1091274738505, 2811.8604656945818, 2369.05843603262, 2301.63963754267, 2045.0826947809228, 2378.8312923141198, 2805.0120610486574, 3397.506768230936, 3894.9403604988074, 4576.793457167225, 3164.7066421541226, 3169.354808235444, 3034.1845633717057, 2686.346296273154, 2633.5390979434424]","[34058.79, 34047.0, 34502.9, 34222.0, 32982.39, 35756.6, 35758.0, 35420.08, 32872.76, 31893.6, 26259.7, 25321.5, 27156.3, 27275.13, 29204.2, 34274.3, 34759.6, 26224.22, 30145.49, 24150.9, 23581.0, 26277.5, 26407.05, 28703.3]","[11617.775, 11430.15, 11179.075, 11110.4, 11315.05, 12328.35, 11915.625, 14515.925, 13744.125, 11732.65, 9108.325, 8528.575, 9216.625, 8980.2, 9891.675, 11676.5, 13549.05, 12011.875, 13078.675, 9865.75, 10028.9, 9903.975, 9458.6, 10043.675]","[23192.325, 25212.975, 26031.8, 25839.2, 24464.7, 20090.025, 14866.7, 12454.475, 11090.8, 12138.35, 17473.8, 23282.475, 26004.3, 29034.3, 27679.275, 23097.475, 16641.1, 11659.55, 11982.625, 12703.9, 15510.1, 18315.775, 20782.825, 22251.25]"
2024-12-09,"[2460.3444790043195, 2393.458192901559, 2252.4107324871206, 2270.7230610405704, 2396.1460783829866, 2741.007103508132, 3621.2765785096176, 4698.87313756703, 4218.532913770267, 3319.359753647116, 2930.642771376507, 2628.2894491266507, 2450.623345714988, 2267.366005252028, 2621.4222647054826, 2888.798781449642, 3510.02543964601, 7920.732022729656, 10000.000000000002, 4512.454552000176, 3710.479813045318, 3240.122994303262, 2799.0780772000976, 2588.422301674077]","[34186.08, 34720.3, 33788.99, 32922.53, 33067.38, 37561.3, 39129.41, 40895.7, 37071.9, 36220.4, 28536.0, 28950.03, 30057.91, 31492.6, 36814.5, 39304.9, 36516.31, 28405.18, 31534.48, 27457.6, 24813.5, 27875.6, 29350.74, 30630.01]","[10869.05, 10775.15, 10624.175, 10282.9, 10584.8, 12090.75, 12783.475, 15826.95, 14657.975, 13088.05, 10174.975, 10251.875, 10381.6, 10208.025, 12400.7, 13406.625, 14815.35, 14568.075, 17703.1, 13088.5, 11892.925, 11633.175, 10751.9, 10423.375]","[25303.275, 27118.675, 27805.85, 27487.35, 25643.0, 20571.7, 14490.525, 11582.2, 11156.8, 12221.275, 13981.2, 18298.625, 22084.95, 26186.575, 23594.425, 19743.45, 14336.375, 7713.6, 7883.625, 8697.0, 11735.85, 16043.8, 19190.6, 21394.675]"
2024-12-10,"[2311.7347865452057, 2277.8567070830973, 2232.670454435676, 2231.8325063856287, 2271.303858448383, 2949.2454592189965, 3716.0309074202414, 4896.537059858041, 4531.4992653430645, 3566.4593106200427, 3025.2105399519573, 2670.1713391895123, 2617.731530512408, 2435.5252541799377, 2653.264301432675, 3008.391502142455, 3772.572544345318, 8612.131622310857, 10000.0, 4327.356079345401, 3615.437054748076, 3168.788205695552, 2726.405594016712, 2512.303526388552]","[35984.2, 38152.8, 38507.1, 37897.6, 38035.03, 40732.2, 41409.7, 41247.09, 39996.9, 36084.6, 31059.43, 32205.300000000003, 34025.01, 34193.69, 37498.39, 39604.1, 39175.5, 31048.92, 33061.45, 28231.0, 25807.3, 32088.2, 33173.73, 34445.240000000005]","[11171.25, 11687.75, 11437.2, 11280.85, 11455.3, 13782.525, 13548.7, 16187.125, 15702.85, 14209.8, 11654.125, 11524.25, 11832.725, 11405.65, 13303.925, 14503.975, 16158.175, 15093.15, 18478.4, 13400.625, 12153.675, 11915.625, 11555.925, 11414.275]","[28088.55, 31259.875, 32269.825, 32322.5, 30779.475, 22337.45, 14322.0, 11502.575, 11519.275, 11760.15, 13723.425, 18108.1, 22264.275, 25723.15, 23814.35, 19746.425, 14639.425, 8111.375, 8275.375, 9334.7, 12605.75, 19320.5, 22550.3, 25368.1]"
2024-12-11,"[2397.6213998885087, 2378.9579873779044, 2334.4528454060423, 2338.9435539580404, 2432.111938556752, 3012.6160451528726, 4132.917264418329, 6497.102534660353, 5629.165641066089, 3888.0475964067496, 3097.5637509486724, 2784.311864508933, 2657.132666544802, 2391.010648613668, 2775.3081910705005, 3188.7239808090035, 4142.288421550511, 10000.0, 10000.0, 5008.547937465412, 4035.727127812452, 3169.899476598897, 2773.942320194093, 2698.71194058074]","[39339.49, 40357.8, 39716.3, 39380.6, 39975.1, 39211.68, 38715.130000000005, 37658.3, 38796.39, 37069.5, 31754.9, 32337.63, 35285.1, 34768.0, 36283.78, 37423.8, 37411.27, 26279.89, 27786.29, 29346.32, 23729.3, 31853.2, 34589.520000000004, 37018.3]","[12476.825, 12632.475, 12366.775, 12286.3, 12682.725, 13490.15, 13982.85, 18701.1, 18009.425, 15486.45, 12242.675, 11215.15, 11666.75, 11362.075, 13307.475, 15434.975, 16830.25, 15571.7, 19828.375, 14499.5, 12277.45, 12208.0, 11852.45, 12523.575]","[29232.65, 31215.375, 32069.75, 32206.05, 29754.45, 21882.475, 12463.725, 9584.725, 10169.45, 12155.275, 14670.075, 19184.825, 25526.6, 29601.4, 24227.475, 19371.8, 12640.375, 6569.975, 6946.575000000001, 8388.8, 11636.325, 19399.075, 23790.9, 26670.7]"
2024-12-12,"[2533.8528691256947, 2395.1312667247494, 2361.6213912464714, 2388.357295279329, 2420.410611099307, 2961.2879623678573, 4290.372591042082, 7258.752199003018, 5656.53757465625, 3986.578188782274, 3218.006298880908, 2840.8809859095904, 2751.56463815458, 2415.9049876217027, 2787.0270902394063, 3210.707117430953, 4016.736666112879, 8898.63273821973, 10000.000000000002, 4627.228316751132, 3589.830211321552, 3175.321440770719, 2785.727129463351, 2788.537262368359]","[38587.33, 39828.7, 39965.6, 39496.5, 38123.1, 38679.7, 38553.6, 40891.44, 43275.68, 41182.68, 34490.46, 36029.47, 38498.76, 38454.4, 41894.89, 41006.65, 39846.76, 30648.49, 32131.59, 32474.58, 27348.37, 31887.1, 33104.89, 34253.33]","[12559.975, 12335.55, 12231.7, 12122.4, 11962.0, 13161.05, 13842.675, 17861.05, 17945.375, 17181.3, 14185.375, 12745.7, 12860.05, 12120.075, 14390.65, 16333.875, 17077.6, 15652.125, 21259.625, 14627.6, 12316.175, 11847.25, 11222.95, 11788.425]","[27302.75, 30616.125, 31245.725, 31110.0, 27256.55, 21577.575, 13455.825, 10417.275, 11438.625, 12699.95, 15211.975, 20007.775, 25814.1, 29356.775, 24149.05, 20229.925, 14159.675, 7849.95, 8032.9, 9655.225, 12802.7, 18429.125, 22907.8, 25421.175]"
2024-12-13,"[2587.869047019597, 2458.7313686923267, 2396.8116524294496, 2378.4445905287, 2382.4036240788205, 2768.4584412279173, 3638.165998049196, 5957.146054605313, 5599.247951926905, 4811.187504089658, 3230.7281245452173, 3095.728936449498, 2846.3406111437653, 2705.095348848836, 2955.781349962266, 3077.8492814387187, 4091.1111459663416, 9566.119245728569, 10000.0, 4741.408621309379, 3396.431073290718, 3110.498880961345, 2593.184833420613, 2563.9294829282244]","[34571.33, 36995.02, 37305.98, 37616.8, 37614.8, 41516.14, 41921.18, 44438.9, 42765.71000000001, 42350.72, 36006.2, 35881.7, 35047.4, 36207.23, 42547.93, 45106.8, 44945.91, 29626.47, 30729.3, 31437.8, 27157.6, 32138.3, 31966.14, 33140.08]","[11752.775, 11888.1, 11656.975, 11688.975, 11690.975, 12945.875, 13833.875, 18074.925, 18474.525, 19753.75, 15371.625, 14976.2, 13993.625, 12298.15, 15013.825, 16283.575, 18491.575, 15693.65, 21452.425, 14522.25, 12008.85, 11399.3, 10700.075, 11083.5]","[27269.0, 30930.5, 32200.6, 32667.9, 28638.85, 23325.875, 15717.925, 12286.825, 11133.0, 12064.35, 14880.65, 19573.4, 22370.425000000003, 26464.325, 24984.95, 21034.625, 14664.025, 7433.8, 7682.325, 9353.875, 13107.675, 18913.225, 23758.65, 25988.025]"
2024-12-14,"[2282.4621221035954, 2230.7129568079995, 2187.2057068944555, 2218.395830498247, 2317.4594932734594, 2677.709611189666, 3478.4012746778512, 4796.36437017124, 4688.86942474125, 4096.573844457634, 3140.711983501246, 2732.6627593463154, 2500.4979862109226, 2390.9246525014314, 2613.409847009584, 3015.4704348429414, 3699.826014785918, 6089.344860654915, 10000.0, 4370.451325623765, 3222.5500620062853, 2974.2523433397337, 2497.1482449593527, 2509.846794382364]","[35497.89, 37879.7, 38655.7, 38446.8, 37679.1, 39760.26, 37862.9, 40434.8, 38997.06, 42107.37, 35664.51, 35132.56, 33542.49, 36211.66, 41308.47, 46842.2, 43901.23, 32850.1, 38005.49, 31203.65, 25900.6, 30639.39, 29651.45, 32067.58]","[11119.55, 11479.025, 11606.075, 11601.025, 11767.75, 12263.075, 12359.5, 16237.7, 16314.15, 17254.725, 13591.8, 11618.7, 10688.775, 11447.45, 13610.05, 16201.925, 17358.625, 15206.675, 20807.8, 13584.925, 10746.525, 10554.175, 9794.55, 10656.125]","[28190.550000000003, 32049.475, 33435.45, 33650.65, 30139.375, 24674.275, 15782.7, 12169.075, 11413.125, 12904.7, 15871.05, 20641.35, 23644.775, 27009.425, 25102.375, 21622.025, 15615.475, 9518.475, 9678.375, 10325.4, 13369.55, 19468.8, 24392.1, 26297.225]"
2024-12-15,"[2476.457241310184, 2349.0233688731414, 2240.6218844316118, 2217.885388987753, 2298.722493660099, 2694.7151785723795, 3127.6086429565376, 3693.442588974417, 4338.364340547057, 3912.526797300839, 3170.4624330535107, 2690.368700686189, 2246.281836081285, 2013.4977782705455, 2288.306282339311, 2767.839683692548, 3319.5929159978723, 4053.3603797602, 4548.270839008656, 3117.621982158574, 3029.42743555449, 2797.876928516483, 2521.7079317086545, 2440.3996659506843]","[36913.9, 37254.0, 38213.91, 38212.0, 38080.25, 41307.06, 43621.3, 41273.100000000006, 42719.5, 45021.4, 38381.4, 36447.7, 35768.46, 35288.23, 39704.0, 49097.8, 43050.1, 29740.61, 34785.1, 28517.9, 25420.7, 28924.85, 31353.9, 32216.8]","[11835.2, 11678.575, 11643.275, 11638.325, 11782.375, 12480.975, 12434.125, 15322.7, 17259.6, 18143.6, 14928.2, 12396.25, 11457.65, 11189.075, 12920.725, 15501.05, 15922.625, 13300.2, 14389.925, 9964.125, 9310.275, 9854.725, 10267.55, 10260.0]","[29212.475, 31562.6, 32631.15, 33496.45, 32157.95, 26317.05, 18922.225, 15391.475, 13442.075, 15142.975, 19955.4, 25498.825, 28523.475, 31966.55, 32215.2, 26934.875, 19267.275, 12453.625, 12961.25, 13942.75, 16922.3, 23701.775, 28365.575, 29195.25]"
2024-12-16,"[2500.959862600509, 2356.9774697699054, 2228.182185648367, 2149.9724427764268, 2387.6539805450257, 2773.092756291413, 3488.2568093412174, 6043.789506720696, 6519.595104799659, 5023.2720715790265, 3774.048365469105, 3102.874596769777, 2681.863101663629, 2342.1484911967573, 2734.416549063835, 3094.3251593230834, 4148.378440174593, 9203.20443729271, 10000.000000000002, 5197.919432951478, 3744.759439889004, 3159.898480244146, 2694.518220174805, 2715.4712131635983]","[34976.84, 36327.21, 37318.4, 37716.1, 36169.67, 39143.43, 41857.5, 46540.57, 43227.24, 44156.51, 39262.58, 36517.6, 34779.4, 35879.96, 43837.38, 49766.8, 48961.89, 32334.04, 31782.59, 34073.98, 29622.7, 30866.8, 31280.6, 34100.1]","[11614.075, 11647.7, 11605.975, 11605.4, 11714.4, 12296.65, 13604.75, 19539.5, 20635.3, 21185.175, 17547.6, 14346.825, 11870.525, 11482.8, 14305.225, 17433.3, 19062.4, 17102.625, 19772.325, 15889.225, 13079.075, 11740.25, 10813.3, 11589.025]","[25929.025, 27962.75, 29397.6, 30319.85, 27951.95, 23388.45, 16596.225, 12370.125, 11084.925, 12661.6, 15019.35, 19713.95, 23826.775, 28214.25, 26755.275, 23317.225, 16437.175, 8140.2, 7945.65, 9580.225, 13376.975, 17804.4, 22374.075, 24333.8]"
2024-12-17,"[2333.605561098963, 2250.43200641113, 2229.333302274696, 2243.85452355448, 2268.6692405523254, 2799.6780701485764, 3428.989678050143, 6781.156419829273, 7622.387155516652, 5498.015227431379, 3642.976506257994, 3196.994597546194, 2823.8509206126937, 2618.1631753494507, 2910.767865832891, 3108.685082573122, 4266.962193058641, 9271.811744015677, 10000.000000000002, 5069.586505815353, 3296.764562365317, 2962.047440505874, 2509.510627348045, 2509.017782873749]","[34796.09, 35884.47, 36232.54, 36772.41, 35500.8, 41602.27, 42957.0, 47560.19, 46026.39, 49393.36, 41363.1, 40427.0, 38534.12, 41548.12, 49941.45, 51027.5, 48496.56, 33988.8, 33553.09, 32639.46, 27889.7, 28414.99, 28603.58, 30625.5]","[11135.475, 11224.2, 11241.525, 11487.45, 11158.725, 13099.875, 14164.475, 20027.25, 21313.725, 22155.15, 17960.875, 16359.375, 13773.025, 13319.65, 15832.875, 16861.45, 18460.9, 17188.075, 21390.525, 15333.3, 11675.8, 10144.025, 9734.35, 10352.375]","[25881.1, 28264.25, 29140.975, 29769.175, 27522.625, 23281.825, 16385.575, 12790.15, 11751.375, 13119.0, 14130.85, 18400.425, 22461.5, 27627.05, 26285.4, 22667.95, 16295.45, 8558.325, 8388.275, 9720.5, 13029.125, 17509.949999999997, 21976.7, 23788.95]"
2024-12-18,"[2399.330336131078, 2395.2006175930983, 2285.278333606247, 2264.2711490748966, 2430.388213891952, 2942.6943787042446, 3994.983725827474, 9069.66024865889, 8996.353815603798, 6167.166675509134, 3861.539741058404, 3223.7188461843075, 2788.5684369622545, 2603.854450800682, 3054.3212156142067, 3433.0752218367697, 5891.7341456257445, 10000.0, 10000.0, 8777.350986523865, 3870.562233645747, 3141.831935035535, 2689.987566651201, 2681.676282151554]","[38342.78, 41064.74, 40916.5, 41103.5, 39998.7, 41578.99, 41322.740000000005, 38848.4, 37948.07, 47294.49, 41187.28, 39014.55, 37541.0, 39279.0, 45164.0, 48952.66, 47504.65, 24499.08, 23802.79, 27619.2, 27399.6, 29291.09, 30820.9, 32232.89]","[12256.025, 12859.5, 12694.9, 12699.325, 12850.275, 13682.975, 14676.675, 20935.925, 21940.725, 22640.975, 18420.2, 16266.05, 13303.7, 13074.375, 16026.975, 18669.6, 20905.5, 20015.9, 25047.525, 16240.85, 12675.05, 11193.725, 10849.55, 11428.775]","[26022.1, 28661.775, 29669.7, 30242.45, 28555.55, 23288.55, 13905.225, 9810.475, 9642.475, 12233.7, 13544.475, 16913.4, 20904.375, 25838.325, 24245.35, 20300.075, 13516.425, 6148.525, 5950.7, 7087.125, 10940.5, 15848.425, 21442.975, 23975.3]"
2024-12-19,"[2255.0930449102398, 2185.941583286273, 2154.8307347869527, 2204.925098833244, 2259.332999492589, 2743.042055642713, 5533.8319372606775, 10000.0, 10000.0, 6977.76510735475, 3996.159388199942, 3464.494549842296, 2860.3621128568834, 2605.2104907290486, 3059.058679228373, 3459.000053621502, 5765.73478794258, 10000.0, 9999.999999999998, 8979.908602563186, 4132.45593363473, 2951.2368920050394, 2606.3835613358606, 2397.799191827312]","[36216.24, 37009.1, 37231.2, 38498.18, 36834.03, 37097.4, 40400.5, 32985.56, 36973.7, 43018.59, 38775.74, 38213.83, 36273.02, 36981.1, 44633.0, 49381.31, 45972.69, 22464.7, 21359.76, 26552.9, 27688.88, 28210.02, 30602.0, 31881.8]","[11343.0, 11394.025, 11448.425, 11795.45, 11563.2, 11848.2, 13803.825, 20287.275, 21957.825, 22546.125, 17497.65, 16367.75, 13673.375, 12335.95, 15529.6, 17732.625, 18840.325, 18364.125, 22272.825, 14675.25, 11006.175, 9694.975, 10347.7, 10256.075]","[25955.025, 28752.325, 29530.675, 30183.8, 27418.75, 21764.45, 12747.55, 8263.9, 9260.925, 11082.775, 12363.175, 15770.35, 19987.425, 24424.225, 23029.075, 19750.325, 13166.575, 5616.175, 5339.950000000001, 6744.5, 10967.725, 15874.275, 21453.625, 23066.025]"
2024-12-20,"[2382.298195740052, 2253.145072972549, 2209.697674386636, 2192.6415041703813, 2208.41977245478, 2697.647593043081, 5550.602198775673, 9999.999999999998, 10000.000000000002, 7487.039983889366, 3824.582700297149, 3170.528774055792, 2835.592685028849, 2552.602575794114, 2843.217188366426, 3154.2314263893927, 4172.44861904238, 10000.0, 10000.0, 6657.47399249621, 3306.387116474463, 3044.629566189383, 2629.686640450317, 2530.293096966113]","[37873.7, 41309.37, 41611.130000000005, 41545.36, 40993.61, 42053.1, 43076.7, 34885.2, 35437.98, 47620.72, 42332.23, 39115.32, 35725.24, 36823.44, 43789.81, 48774.9, 45353.89, 22491.29, 21597.37, 24600.9, 25022.91, 29612.0, 29383.7, 31501.83]","[11864.125, 12428.25, 12379.9, 12331.525, 12266.05, 13530.775, 15252.8, 21871.35, 23521.05, 24153.45, 19359.075, 16814.85, 13226.15, 11915.075, 14622.675, 17454.275, 19410.525, 19553.5, 21873.6, 14053.8, 10422.225, 10390.9, 10466.225, 10786.725]","[26090.625, 30037.825, 31072.25, 31075.375, 27837.05, 22523.85, 13291.375, 8776.3, 8859.5, 12280.575, 13163.425, 15617.55, 18845.0, 23856.55, 22558.825, 20017.675, 14132.8, 5622.825, 5399.35, 6980.4, 10910.825, 15828.625, 21324.275, 23517.4]"
2024-12-21,"[2362.4294864181334, 2230.8283641933376, 2172.4693531962894, 2141.899018555764, 2185.909844187171, 2802.500985783314, 4046.8886569333145, 9999.999999999998, 10000.0, 7635.204461338151, 3771.6099337722703, 3179.580582122272, 2825.0716122502986, 2578.563297116087, 2866.584042405321, 3193.672811001787, 4040.007917881037, 9999.999999999998, 10000.0, 6061.367886830583, 3449.642849453153, 3250.166708829925, 2975.4797261571944, 2925.8623368810445]","[40548.55, 42907.21, 44130.39, 44449.8, 43032.4, 43688.1, 42664.3, 38885.77, 40488.08, 49538.5, 42885.36, 38641.71, 37528.23, 38390.55, 45756.05, 49079.3, 44810.6, 21435.3, 20081.59, 22267.5, 23928.1, 28326.4, 29867.5, 31898.5]","[12526.475, 12708.8, 12928.25, 12978.55, 12794.8, 13777.0, 14350.2, 20402.725, 22544.325, 23424.75, 19118.9, 16307.225, 13487.1, 13097.6, 16126.375, 19623.95, 20505.95, 19282.3, 21219.025, 14161.325, 11633.95, 11410.975, 11107.4, 11678.0]","[25830.35, 29116.375, 31096.275, 31794.525, 28828.55, 22503.25, 13359.05, 9751.45, 10147.025, 12723.4, 13773.375, 17097.85, 21020.975, 26048.65, 25094.575, 21649.25, 14318.35, 5363.825, 5020.4, 6094.15, 9987.375, 14607.7, 19465.475, 21949.675000000003]"
2024-12-22,"[2297.8543153012542, 2240.154105351198, 2165.7640216509403, 2130.7818256908754, 2188.452567294758, 2834.4636918225924, 3263.954932757419, 4690.515958753038, 7275.795269551649, 5046.964514208905, 3778.5808940717434, 3068.193892301437, 2858.095121706886, 2629.624470030385, 2893.4253616789565, 3197.971461730237, 3397.3728467110604, 4520.518593362918, 5001.703549118287, 3326.7913887917084, 3129.473968022471, 3139.569189157599, 2595.832969909208, 2400.499391402716]","[44113.05, 46414.47, 46773.95, 46828.3, 46612.1, 46829.39, 45469.7, 49740.39, 52032.7, 52106.76, 44691.380000000005, 40460.15, 38941.1, 40512.7, 49089.53, 53909.4, 51299.2, 33665.4, 32646.7, 27440.4, 29620.8, 35077.1, 32933.33, 36915.38]","[13079.95, 13445.425, 13451.05, 13448.3, 13556.35, 14116.6, 13199.325, 18179.35, 20892.1, 21714.2, 17930.85, 15535.275, 13648.525, 13913.55, 16381.100000000002, 18445.05, 18224.45, 14569.65, 14358.925, 10628.55, 10313.35, 11643.9, 10734.35, 11295.325]","[28858.825, 31988.2, 33282.275, 33611.3, 31926.625, 27045.1, 19004.8, 14619.45, 13640.675, 14517.25, 16460.775, 21510.975, 27041.175, 30825.2, 29827.1, 25244.425, 17862.5, 10428.25, 9880.75, 10655.175, 15053.55, 21241.275, 25418.2, 26681.075]"
2024-12-23,"[2116.886676949733, 2069.1022852105616, 2003.082132985842, 2000.195345270351, 1985.706553120212, 2779.817509294696, 3494.271161559249, 9017.33205333064, 10000.000000000002, 8390.373972864603, 4736.924338743989, 3946.39736072131, 3297.528222757257, 2933.002735101814, 3225.644974676444, 3669.384282543096, 4359.813666184572, 10000.0, 10000.0, 4893.886974285692, 3486.606046047129, 3455.930657245794, 3002.4435121853166, 2804.290599997328]","[45479.3, 45886.8, 45518.68, 45797.59, 45462.45, 47634.7, 47476.7, 43388.19, 43906.6, 51475.2, 48195.63, 46423.29, 41629.71, 42547.63, 50269.4, 61734.37, 60520.630000000005, 26862.27, 23950.2, 27082.2, 27080.95, 32155.550000000003, 34377.03, 37428.5]","[13322.85, 13363.175, 13168.875, 13006.55, 12998.925, 14652.175, 14812.825, 20717.6, 23857.425, 26050.425, 22454.375, 20396.825, 16744.55, 15387.75, 19029.7, 22494.25, 22763.85, 18290.35, 18189.95, 13421.425, 11874.175, 12778.05, 12280.375, 12425.45]","[31917.575, 32884.975000000006, 33437.35, 33839.575, 31923.125, 26625.7, 17092.075, 10962.9, 10976.65, 12994.375, 14144.825, 17997.15, 21751.65, 25888.475, 25826.85, 22898.7, 17441.7, 6720.575, 5992.55, 7763.65, 11922.275, 18755.75, 23596.9, 26581.7]"
2024-12-24,"[2459.48308247876, 2247.786453295481, 2214.9706306496205, 2205.509231330916, 2411.797034379387, 3040.9615072760607, 4014.2181390956735, 9607.722618666052, 10000.000000000002, 9999.999999999998, 5719.3502571201725, 3723.498619816342, 3105.6363465110726, 2923.6641384167947, 3125.856192658792, 3528.212745425873, 4640.2036824248335, 10000.000000000002, 10000.0, 5493.218965083395, 3840.082235455401, 3483.0692706191853, 3034.8486103039745, 2778.422296628983]","[45230.19, 47243.18, 47441.24, 48001.15, 45166.6, 48647.89, 49031.0, 42581.26, 38467.69, 45303.88, 48615.4, 40906.44, 34345.8, 38382.77, 48260.45, 53398.71, 53303.79, 25628.05, 21745.78, 23836.51, 26843.3, 32006.6, 33516.97, 36895.990000000005]","[14038.65, 13882.45, 13856.675, 14017.25, 13903.6, 15866.375, 16128.2, 21267.5, 24597.175, 25841.5, 22873.35, 18854.775, 14795.1, 14537.3, 18578.075, 21256.75, 22235.925, 18626.7, 18946.625, 13997.6, 12901.825, 13376.75, 12141.325, 12554.025]","[31388.55, 32639.35, 33274.375, 33571.125, 31451.300000000003, 24263.725, 15231.25, 10720.975, 9616.925, 11325.975, 12770.075, 16377.875, 19193.9, 24796.55, 23918.1, 20642.825, 14865.925, 6407.025, 5451.45, 6764.825, 11425.3, 16953.175, 21524.8, 26061.725]"
2024-12-25,"[2297.920411970177, 2312.993012222448, 2214.9143083471117, 2164.6566857044363, 2200.222278217928, 2908.2117772339384, 3262.6508849359143, 5093.382158259117, 9478.987391484558, 10000.0, 5831.540365450943, 3860.2654037576713, 3216.669940247231, 2932.9321602817404, 3033.7532323723285, 3405.062317337713, 4408.60192498173, 9181.244615827143, 9186.149337868364, 3745.263369384684, 3399.8565110056534, 3250.640823973327, 2836.9026118046586, 2643.023815062802]","[44136.69, 46324.6, 47558.61, 47572.1, 45805.1, 43967.2, 48177.5, 48922.3, 52402.68, 48779.19, 46331.8, 41924.9, 37956.4, 41882.5, 48924.5, 54701.22, 55143.9, 33896.2, 27313.3, 24847.89, 29069.15, 33708.13, 30936.77, 36829.8]","[13287.925, 13895.275, 13808.85, 13729.6, 13383.175, 13843.725, 13927.05, 18738.825, 22089.275, 23242.05, 20239.925, 18157.9, 15103.575, 14850.05, 16786.825, 19521.15, 20725.45, 17878.825, 14893.575, 11743.025, 12042.825, 12642.05, 10818.25, 12039.15]","[31912.45, 34063.325, 34818.05, 35139.375, 31385.375, 25983.05, 19967.0, 15423.1, 13212.85, 12194.8, 12563.0, 15647.5, 20139.575, 26612.575, 24904.725, 21942.05, 16589.85, 8583.05, 7045.225, 8347.225, 13103.925, 18387.675, 23105.075, 28478.3]"
2024-12-26,"[2107.6892704609563, 2061.642362861971, 2005.7540125574023, 2000.8625135074928, 2004.2072483261545, 2677.75216020626, 3273.794564012428, 7238.856615206874, 10000.0, 9999.77646434228, 5877.551112219167, 4090.1241716323134, 3215.1416022007184, 2836.077226156996, 3150.335206860541, 3621.422419099391, 5484.351564688568, 10000.0, 9999.999999999998, 5122.573228448487, 3550.1387070829423, 3240.4283331014803, 2812.7998275046, 2520.2106371848754]","[37775.36, 38528.7, 38957.1, 39187.51, 39195.67, 41772.4, 43353.3, 41547.0, 38886.19, 42195.77, 43940.89, 38491.12, 32934.7, 33562.57, 43186.1, 46635.62, 45533.47, 20123.69, 20712.09, 22712.21, 25558.02, 29400.83, 30000.8, 33845.75]","[11370.45, 11505.775, 11563.95, 11632.625, 11600.9, 12863.975, 13246.2, 18190.625, 21102.725, 22291.550000000003, 19793.1, 18043.3, 14078.425, 12925.175, 15921.55, 19012.4, 20535.175, 17270.225, 18980.225, 12912.725, 11410.05, 11208.325, 10541.55, 11102.9]","[31063.525, 32547.5, 33312.475, 33618.8, 30999.6, 25360.300000000003, 17404.975, 10968.825, 9729.05, 10573.275, 11524.975, 13656.175, 17245.35, 22976.625, 22465.5, 18511.2, 12534.95, 5035.925, 5198.025, 6608.575, 10361.425, 15335.35, 20832.35, 26721.375]"
2024-12-27,"[2074.793221663221, 2038.8138120201968, 2005.0938416955275, 1997.542162011349, 1965.88463044922, 2572.261235800538, 3182.8273279059817, 6033.336232005799, 10000.0, 10000.000000000002, 6994.292802490154, 4267.355694895532, 3219.011390563897, 2878.647784809109, 3116.233370851304, 3559.264381048712, 5303.808766940486, 10000.0, 10000.0, 4146.633480130749, 3445.489347946267, 3236.1861667243115, 2733.7024921972948, 2540.263159114696]","[37692.27, 38283.9, 39202.43, 40178.79, 39450.6, 38699.53, 42783.3, 40832.6, 43226.59, 47622.9, 47171.37, 42797.8, 37462.5, 37968.15, 49514.05, 55859.0, 53115.36, 26482.39, 24047.05, 21996.3, 26011.66, 30300.56, 29989.6, 34578.39]","[11345.225, 11473.025, 11560.0, 11599.05, 11483.725, 11944.65, 12898.425, 17942.25, 21318.125, 24056.65, 21356.35, 19860.375, 15582.2, 14062.0, 17849.4, 20645.425000000003, 21114.525, 17219.6, 16034.55, 11673.3, 11440.575, 11663.125, 10437.625, 11387.825]","[31439.55, 32773.325, 33538.9, 33981.075, 30728.175000000003, 24581.225, 17363.275, 12118.65, 10809.65, 11905.725, 12207.7, 14811.2, 17934.9, 22919.075, 23702.95, 20737.5, 15126.35, 6620.6, 6026.775, 6742.75, 11976.275, 17081.225, 22549.7, 27754.775]"
