date,price,volume,demand_bid,supply_bid
2024-05-20,"[10000.0, 7787.72100585857, 4759.187025891318, 4044.122171401192, 4085.649610532895, 4359.787116611994, 4433.310244111555, 3797.7329268568487, 3364.5385444095505, 3438.364977776455, 3268.5563251960034, 2734.2283755850303, 2873.493561248987, 2558.2830106251777, 3597.384020366536, 3897.2791267963976, 4349.244481193507, 4283.753359909211, 5610.488315335912, 9271.91797656642, 10000.0, 10000.0, 10000.000000000002, 10000.0]","[19931.39, 24116.81, 23047.88, 18136.63, 18671.41, 24113.3, 26791.03, 25645.6, 28308.1, 30260.7, 29833.7, 28310.5, 28032.3, 27406.6, 30700.36, 32269.45, 32510.58, 27739.44, 23519.11, 20329.8, 16138.38, 13919.77, 13572.19, 12877.59]","[12631.275, 9591.175, 8647.925, 7118.9, 7182.225, 9108.65, 9637.4, 8813.825, 8291.575, 8885.25, 9269.2, 8150.875, 8178.8, 7807.450000000001, 9734.55, 10792.125, 10978.35, 9703.5, 9826.025, 13615.4, 14902.5, 15575.1, 18294.725, 19168.625]","[5004.85, 6619.575, 7273.7, 7685.8, 7790.85, 8718.65, 9439.45, 13235.05, 16980.15, 19874.725, 20630.475, 20662.7, 20166.35, 19461.7, 17583.675, 14899.275, 11271.675, 9290.425, 6840.7, 5098.725, 4034.6, 3479.95, 3393.05, 3219.4]"
2024-05-21,"[10000.0, 9047.99320332002, 5027.069819539703, 4006.9506085376192, 4281.604286099197, 4342.194013496338, 4045.14189541446, 3606.231318480709, 3349.6524816936167, 2942.877839638252, 3161.8938492590087, 2828.403939385452, 2999.9338661839943, 2879.7667595211065, 3786.7306476427775, 3943.6953627909634, 4166.9168893535625, 3966.410533311157, 5380.140142612118, 9497.89147507443, 9999.999999999998, 10000.0, 10000.000000000002, 10000.0]","[20134.1, 22778.18, 22612.73, 19632.64, 22268.5, 26436.8, 26708.09, 27936.7, 30221.7, 30518.5, 32328.3, 32490.22, 32908.47, 32518.28, 33809.07, 35056.0, 33667.6, 26453.6, 23525.35, 18973.89, 17741.8, 16763.3, 16424.9, 15811.79]","[12354.7, 9738.8, 8353.9, 7181.75, 8021.375, 9729.875, 9080.75, 8679.7, 8621.3, 8432.425, 9631.15, 9065.925, 9307.925, 9094.075, 10613.725, 11235.95, 10982.125, 9344.375, 8740.325, 11169.525, 12921.625, 14037.05, 17181.65, 18653.325]","[5055.525, 5830.5, 7541.825000000001, 8339.825, 8799.075, 9993.675, 11290.325, 14884.3, 19000.775, 20756.325, 21417.075, 21774.05, 21209.575, 20960.85, 18063.6, 15314.85, 12269.975, 10403.975, 8400.55, 5157.975, 4435.45, 4190.825, 4106.225, 3952.95]"
2024-05-22,"[10000.0, 7765.262943962416, 4224.527373449578, 3972.923811574339, 3952.7316491821607, 4083.269284969619, 3923.231198488715, 3608.144886883624, 3435.4326254499256, 3238.916524403161, 3282.21224783161, 2714.91086111762, 2810.1120058664487, 2592.702157102819, 3807.401795449776, 3959.77288518728, 3988.0013774200634, 3401.298066815477, 4097.036818445194, 8053.000859103085, 9997.736757461014, 9999.999999999998, 10000.0, 10000.0]","[21779.96, 24230.88, 22252.0, 19553.6, 21104.4, 28488.3, 29034.9, 28103.8, 30699.5, 31439.78, 32904.600000000006, 31195.39, 30512.5, 31362.9, 34212.82, 32920.22, 31011.6, 25491.1, 23644.1, 25938.68, 26525.88, 19644.59, 18235.79, 17604.24]","[9643.825, 8898.7, 7997.575, 7200.425, 7576.55, 9978.5, 9530.0, 8671.05, 8773.125, 8675.475, 9740.625, 8644.2, 8578.725, 8663.8, 10592.525, 10470.825, 10066.75, 8654.225, 8052.15, 10483.275, 11360.675, 12011.4, 14288.475, 15397.65]","[5467.0, 6613.0, 8421.724999999999, 9030.2, 9586.3, 11567.85, 12851.3, 15959.0, 19734.425, 21479.725, 21909.475, 21563.125, 21110.6, 20823.325, 18325.675, 15522.875, 13272.175, 11650.825, 9695.05, 8136.7, 6659.6, 4911.65, 4558.95, 4401.075]"
2024-05-23,"[10000.0, 10000.0, 5344.326967069784, 4845.979396651437, 4975.558523815153, 5050.642954917137, 4242.239497942329, 3786.043304899658, 3622.8334508292382, 3339.48907876639, 3390.718604954864, 3339.694167953935, 3471.0102493771287, 3589.3549001580946, 3962.364221258611, 4053.584592812171, 4472.98530159046, 4074.09325793154, 5028.567226360022, 9035.691699579194, 10000.0, 10000.000000000002, 10000.0, 10000.0]","[20961.68, 26022.89, 25848.6, 25651.01, 26305.31, 32279.45, 31205.18, 29120.4, 32560.0, 32207.9, 34152.3, 33986.7, 34999.200000000004, 35219.68, 40080.7, 37816.7, 37293.62, 28916.2, 28322.89, 23977.7, 17063.97, 16827.559999999998, 16254.29, 16007.78]","[14517.7, 13149.65, 10902.25, 9229.5, 9981.05, 11732.425, 10092.575, 9377.7, 9478.55, 8990.975, 10254.75, 9835.15, 10180.975, 10287.025, 12319.4, 12054.825, 11891.025, 9566.775, 9707.75, 12948.475, 15836.4, 19298.75, 23347.575, 26016.625]","[5262.425, 6527.725, 7720.075, 8525.8, 8764.8, 10459.15, 11560.125, 15218.075, 18723.45, 20208.7, 20866.5, 20551.625, 20161.175, 19916.825, 18223.975, 15270.625, 12891.625, 11009.55, 8619.325, 6065.950000000001, 4266.0, 4206.9, 4063.575, 4001.95]"
2024-05-24,"[10000.0, 10000.0, 6301.197965244926, 4792.792691776666, 5000.255573457983, 5106.432634695937, 4423.46265678281, 3912.961863084981, 3838.0507438008494, 3509.354913717743, 3676.1504139361705, 3539.452258211489, 3726.566020400585, 3817.580453046765, 4043.439628917085, 4158.279744818414, 4894.55437371389, 4782.648153970829, 6031.665757543774, 9288.357832663143, 10000.0, 10000.0, 10000.0, 10000.0]","[14341.3, 18141.8, 26212.0, 25581.84, 26155.36, 31045.48, 30366.69, 29595.0, 31878.56, 31503.58, 34206.240000000005, 33997.79, 35008.8, 36750.29, 42362.5, 40151.8, 40432.0, 33761.33, 28328.33, 20118.7, 12951.48, 12457.89, 11938.69, 11713.69]","[13673.6, 9919.65, 10049.6, 9301.075, 9498.825, 11155.475, 10179.85, 9760.925, 9682.125, 9255.675, 10575.375, 9991.575, 10288.2, 11089.125, 12751.875, 12852.025, 12922.65, 11470.1, 10840.675, 12033.875, 14210.075, 21769.375, 26825.85, 26610.35]","[3607.325, 4557.45, 7056.975, 8063.725, 8198.175, 9726.9, 10939.325, 14667.85, 18192.4, 20280.875, 21041.3, 20945.525, 20344.7, 19868.2, 18177.525, 14754.4, 12485.675, 10470.225, 7794.225, 5112.825, 3237.875, 3114.475, 2984.675, 2928.425]"
2024-05-25,"[10000.0, 10000.0, 9478.566093492946, 5864.26373352015, 5645.3252789656135, 5562.725554475304, 4548.564108033825, 3971.0947773558337, 3843.9960960801945, 3698.0330832928985, 3722.325817281973, 3743.339542410214, 3783.296980140939, 3675.218986535123, 4110.305129810893, 4261.457162614287, 4925.893491753947, 4404.052258169235, 6758.790570944824, 10000.0, 10000.0, 9999.999999999998, 10000.0, 10000.0]","[12693.96, 13289.69, 21499.59, 25165.58, 25887.42, 29314.2, 28961.3, 26701.8, 31160.22, 31120.3, 31965.1, 31235.4, 30926.94, 31188.55, 38607.7, 37842.37, 35577.020000000004, 29911.31, 22904.49, 13077.69, 10268.28, 10522.9, 10893.48, 11031.46]","[19064.95, 13020.875, 11485.3, 9772.875, 9445.75, 11111.025, 9983.6, 9154.625, 9514.275, 9261.3, 10512.025, 9942.0, 9788.525, 9798.45, 12257.075, 12177.9, 11774.175, 9995.575, 9393.975, 12127.225, 16018.125, 26147.55, 32299.6, 32364.475]","[3195.5, 3344.425, 5407.425, 6886.175, 7392.05, 8705.375, 9937.125, 13854.675, 17542.0, 19677.45, 20597.2, 20311.1, 19355.675, 18329.4, 16150.85, 12862.15, 10582.2, 9109.275, 6298.925, 3269.425, 2567.075, 2630.7250000000004, 2723.375, 2757.875]"
2024-05-26,"[10000.000000000002, 9633.6405381349, 4081.00464183352, 3882.7708821007504, 4161.808252900645, 4082.4645764116567, 3593.776837850336, 2313.1012552359152, 1828.4018836578327, 1499.575510537952, 1499.6229761130676, 1499.577923561886, 1499.5717794027623, 1757.7155760023095, 2302.5875143046437, 2024.371534529404, 2509.168322341324, 1999.790920734421, 2733.042595704209, 5003.238293550399, 9451.647672087764, 10000.0, 10000.0, 10000.000000000002]","[18338.49, 19593.6, 22619.23, 23325.0, 26220.89, 28210.29, 26490.65, 26738.4, 29301.5, 28179.1, 30296.9, 29851.6, 29730.2, 32458.29, 36526.6, 31192.69, 28526.78, 24739.49, 20187.2, 17629.0, 17126.29, 17415.28, 17893.03, 16907.67]","[10401.75, 7528.075, 7949.0, 7930.9, 8774.45, 9977.925, 8639.324999999999, 7531.9, 7680.675, 7299.775, 7875.475, 7763.675, 7733.4, 8439.05, 9816.325, 8314.225, 8013.075000000001, 6997.3, 6180.625, 7201.4, 7734.175, 12079.95, 13728.45, 13741.5]","[4621.625, 5248.325, 8268.95, 10558.75, 10549.7, 11295.825, 12699.8, 18960.25, 24806.075, 28045.45, 28131.85, 27607.025, 26851.325, 25028.35, 22596.025, 18237.85, 16041.55, 13983.675, 11573.475, 6312.725, 4562.35, 4369.325, 4488.275, 4241.925]"
2024-05-27,"[9997.70622373668, 5882.1804146290015, 4422.761303467381, 4117.117060314202, 4309.4990183933405, 4359.076039570458, 4203.757494700031, 3729.959409305263, 3426.555705552448, 3545.3081814787706, 2957.828911819372, 2887.0525141533567, 2848.472835056431, 3271.624116198057, 4182.2569273370655, 4410.556868400204, 4477.843475775549, 4368.158898799635, 4666.429165089823, 9078.565236013124, 10000.0, 10000.0, 10000.0, 10000.0]","[24616.08, 24746.46, 25802.18, 25334.0, 27578.46, 31001.41, 29316.21, 29920.7, 33075.5, 33748.3, 36370.8, 35574.6, 36939.3, 37835.4, 42757.7, 39887.6, 36303.61, 30908.09, 26529.8, 20688.68, 17275.88, 17707.9, 17586.29, 16061.9]","[11439.725, 10587.3, 10691.075, 10314.4, 11106.325, 12507.55, 11150.9, 9908.7, 9391.0, 9617.7, 10909.675, 10547.575, 10789.15, 11344.7, 13669.525, 13740.2, 13370.825, 11998.275, 10598.225, 11886.825, 13333.2, 22052.25, 23173.15, 22973.825]","[6216.925, 7899.675, 9967.025, 11406.7, 11075.8, 11285.75, 12305.275, 16832.35, 20950.85, 23082.175, 24163.95, 23995.75, 23447.225, 22944.05, 19642.6, 15442.95, 13344.6, 11852.75, 9355.9, 5379.775000000001, 4318.975, 4426.975, 4396.575, 4015.475]"
2024-05-28,"[8219.942268146095, 4279.050697827845, 3210.9691170628544, 3391.0423029030494, 3893.319123218698, 4388.425287029036, 3223.4069164332864, 2501.7502130407174, 1999.5310435835868, 1999.6563677947615, 1999.7473341952384, 1999.6375342501549, 1999.570584110139, 2169.5716565857315, 3539.24878254892, 3658.682908528984, 3631.098543372759, 3262.463601597664, 4070.688228445213, 8037.978184875848, 9999.999999999998, 10000.0, 10000.000000000002, 9999.999999999998]","[22219.38, 20493.02, 27387.68, 24098.8, 25739.6, 29044.1, 25912.59, 28032.2, 28235.4, 30715.5, 34187.8, 34445.1, 34865.0, 36499.59, 39044.69, 34653.6, 31245.88, 27662.89, 24964.06, 23012.2, 23280.69, 22955.59, 24152.78, 22534.8]","[7773.15, 7130.625, 8415.525, 7744.3, 8278.85, 9265.1, 7438.175, 7470.025, 7392.85, 8199.375, 9164.5, 9241.25, 9346.3, 9847.1, 11373.275, 10960.925, 10319.15, 8578.074999999999, 7804.575000000001, 8786.7, 10305.7, 17728.325, 18858.5, 18419.275]","[6739.8, 8580.075, 11462.6, 11687.375, 11117.225, 11879.425, 13494.625, 18215.35, 22018.15, 23979.175, 25045.175000000003, 25139.800000000003, 24116.0, 23603.725, 20379.775, 17120.95, 14307.525, 12821.525, 10374.575, 7170.0, 6452.175, 6369.4, 6668.2, 6263.7]"
2024-05-29,"[7297.687309697972, 5583.759447641277, 4419.458716113395, 3785.481316487209, 3899.8296844149486, 4028.080796970881, 3632.047000481112, 2868.950278785842, 1899.5528609175576, 1899.6567907029655, 2118.7298715396487, 2000.081541650484, 2336.79829913825, 2498.448502419737, 3666.938343445133, 3850.975727901605, 4025.5846215324113, 3834.306502070623, 4646.1628007232985, 7868.422646064461, 10000.0, 10000.0, 9999.999999999998, 10000.0]","[25428.0, 29690.85, 30819.7, 27796.7, 28990.6, 31745.2, 28683.6, 30944.9, 28990.0, 29889.1, 35715.3, 36303.3, 37683.78, 38392.6, 37222.19, 34896.2, 33870.8, 28469.7, 26274.07, 22423.49, 20744.25, 21242.8, 21454.89, 20904.48]","[10615.15, 11530.65, 11777.0, 10461.875, 10892.5, 11767.575, 9845.2, 9004.4, 7706.4, 8012.675, 9640.95, 9762.925, 10204.55, 10508.95, 11833.4, 13028.325, 13062.875, 10775.35, 10262.925, 10779.075, 11889.725, 17002.575, 18400.15, 17787.975]","[7478.475, 9489.975, 11270.9, 12119.775, 12128.375, 12782.2, 13108.375, 17362.025, 20630.05, 22438.625, 22964.825, 23017.875, 22679.7, 21904.35, 19259.75, 16284.8, 13248.8, 11859.975, 9006.7, 6312.925, 5186.075, 5310.7, 5363.725, 5226.125]"
2024-05-30,"[10000.0, 6588.59042176887, 5054.303433130691, 4097.792649501013, 4018.7031372953215, 4161.341998762536, 3464.888389948843, 2752.07307399834, 1579.340950410727, 1499.709599957609, 1799.2784838151763, 1799.1923814347, 1799.3136771612294, 2357.7008514459685, 3748.334283926624, 4037.857670917581, 4555.908093841345, 3813.01444810129, 4677.634327727718, 8337.217109435693, 10000.0, 10000.0, 10000.0, 9999.999999999998]","[26652.79, 33008.6, 35300.2, 30782.4, 31531.3, 35071.7, 32155.5, 30956.1, 23178.4, 23590.0, 29296.89, 30211.2, 32642.3, 37805.100000000006, 42913.2, 42187.0, 39615.8, 31782.1, 28643.9, 23414.39, 21102.39, 21133.34, 20382.4, 18244.58]","[13185.075, 13437.025, 12938.25, 11472.9, 11902.55, 12755.1, 10167.925, 8736.325, 6152.8, 6436.6, 7946.875, 8187.875, 8795.725, 10328.1, 13485.875, 15267.575, 14840.8, 11479.925, 10722.5, 11650.025, 13439.025, 19610.325, 23923.55, 23104.35]","[6710.2, 9730.45, 11406.45, 11627.675, 11772.7, 12917.35, 13897.45, 17930.125, 20942.825, 23012.75, 23893.0, 24363.9, 24131.55, 22968.075, 20978.35, 17451.4, 14312.45, 12881.05, 9637.75, 6552.325, 5275.6, 5283.35, 5095.6, 4561.15]"
2024-05-31,"[10000.0, 9061.000658138892, 6126.604224424814, 5109.921502925171, 5000.517332027205, 5250.350279234353, 4270.108331534781, 3451.723548683633, 2645.9047810805314, 2800.4021840048445, 2851.111244411374, 3199.7280269920484, 3676.6533499762654, 3805.5146491587857, 4395.444951912851, 4896.237266341987, 5508.208321801006, 4549.266025525795, 5252.23795572332, 9009.231039049324, 10000.0, 10000.0, 10000.0, 10000.0]","[17548.28, 25329.0, 34797.4, 32406.67, 31446.61, 32784.29, 31043.5, 28794.79, 29504.0, 31704.6, 31179.4, 32298.4, 33708.0, 35449.94, 43722.7, 43879.3, 40755.0, 31709.1, 26280.2, 19888.18, 16991.88, 14785.28, 13159.47, 12578.88]","[14683.65, 13343.8, 14304.95, 12879.7, 12982.25, 13610.95, 11731.125, 10059.2, 8415.4, 9301.6, 9498.325, 10117.825, 11467.275, 12134.15, 14833.625, 16842.275, 15619.425, 12123.95, 10904.625, 12169.475, 14571.45, 21513.5, 28541.975, 26934.15]","[4500.075, 6820.425, 9639.75, 9801.3, 9438.8, 9957.525, 11310.925, 14535.0, 17776.15, 19673.65, 19796.225, 20138.0, 20158.625, 19566.1, 17610.125, 14506.825, 12390.0, 10770.425, 7668.925, 5167.225, 4247.975, 3696.325, 3289.875, 3144.725]"
2024-06-01,"[10000.0, 10000.000000000002, 6887.905590400693, 5100.74936186516, 4997.141738008052, 4824.476850709392, 4706.725842820939, 3456.9349555746344, 2890.132340089473, 2789.076810299526, 3099.152501160593, 3179.356644117039, 3609.02263852778, 3521.3713701297843, 4497.851370287775, 4541.701012253878, 4999.6018828856895, 4270.372472837334, 4397.492557562213, 9414.817030297614, 10000.0, 10000.0, 10000.0, 10000.000000000002]","[20498.7, 22140.48, 27260.300000000003, 25709.3, 26380.2, 33472.3, 31093.2, 29352.6, 32289.15, 33683.1, 34852.86, 35314.7, 37461.8, 37793.5, 43182.9, 37816.6, 33058.3, 27059.2, 21861.13, 23057.26, 22961.1, 19394.79, 14688.45, 14169.69]","[15792.425, 11723.25, 11751.45, 10433.725, 10457.75, 12262.2, 11310.925, 9582.6, 8764.5, 8986.55, 9774.525, 10304.85, 11384.5, 11491.675, 14324.825, 14495.025, 13450.0, 10224.175, 8799.9, 11867.625, 15131.45, 21461.3, 23546.275, 23062.25]","[5138.775, 5538.65, 7231.55, 7194.7, 7622.425, 9458.775, 9751.5, 13864.55, 18279.325, 19477.15, 19354.95, 19251.7, 18002.375, 17460.95, 14352.425, 11665.925, 9521.2, 8481.45, 7188.125, 5846.35, 5740.275, 4848.7, 3672.125, 3542.425]"
2024-06-02,"[10000.0, 10000.0, 5674.630707390102, 5400.320925617871, 5288.306732912622, 5500.534643677014, 4651.353593702584, 2874.5952762243437, 1799.4997599993862, 1726.3963573258084, 1548.013974594838, 1603.027451259902, 1799.0874766839183, 1799.4181265211275, 3195.989569858536, 2945.2092403632814, 3180.288717346975, 2831.639667268445, 2670.6718587797745, 3674.930115226743, 6150.211792481069, 10000.000000000002, 10000.0, 10000.0]","[23854.38, 25457.59, 27881.08, 27772.8, 28616.59, 37296.78, 32953.2, 27108.4, 26079.1, 25728.9, 25057.9, 25815.5, 26451.7, 27282.4, 32001.1, 31413.7, 26623.49, 21104.1, 18283.5, 22364.6, 24554.29, 21517.56, 19860.58, 19439.39]","[11419.025, 10070.35, 10377.275, 10079.85, 9870.525, 12888.525, 10124.475, 7963.525, 6813.275, 6807.225, 6682.925, 6871.849999999999, 7031.474999999999, 7239.375, 8897.725, 9174.35, 8226.725, 6325.125, 5339.725, 6925.7, 8640.325, 10943.225, 12441.45, 13287.425]","[5963.6, 6364.4, 7487.424999999999, 7654.225, 7722.725, 9726.65, 11014.6, 15516.15, 20589.725, 22982.125, 22535.05, 22396.65, 20567.2, 19567.825, 16147.9, 13992.55, 11844.45, 11097.8, 10958.125, 9140.65, 7154.525, 5408.1, 4993.35, 4888.05]"
2024-06-03,"[9948.77604049215, 6873.468778164443, 5173.674978735069, 4803.82451717179, 4473.3064170198495, 4531.497809404965, 4185.874536094782, 3027.382359334677, 2676.162971145546, 2823.015615943669, 2805.57411713126, 2561.2100362776177, 2959.9832585954373, 2905.6353496202933, 3935.455562709976, 4149.657437675838, 4486.257709308871, 4726.6980759092, 4406.2367853616, 7731.724710303269, 10000.0, 10000.0, 10000.0, 10000.0]","[19369.68, 19798.9, 23127.28, 21902.2, 20881.5, 29169.7, 28477.8, 26543.5, 29703.56, 32025.25, 30734.75, 32085.9, 34547.399999999994, 35132.4, 42460.15, 37662.76, 34726.55, 29301.06, 24303.2, 18630.69, 16555.78, 15483.2, 14771.39, 14307.49]","[9108.925, 8373.675, 8802.475, 8268.95, 7630.425, 9846.3, 9512.5, 8293.525, 8449.8, 9018.125, 9333.65, 9506.425, 10178.375, 10309.025, 13504.05, 13319.925, 12531.3, 9967.9, 7978.95, 8427.45, 10520.45, 14800.45, 16737.825, 16152.725]","[4876.125, 5192.65, 6529.525, 7110.275, 7091.525, 9105.55, 9791.675, 14892.575, 19139.95, 20585.9, 19746.225, 19871.9, 20143.05, 20782.275, 17476.15, 13652.75, 11189.125, 9541.05, 8015.875, 4770.75, 4138.95, 3870.8, 3692.85, 3576.875]"
2024-06-04,"[9999.999999999998, 9999.999999999998, 7777.689112002431, 6123.963436555673, 6000.054878780941, 5836.638604390597, 5042.828208328355, 4010.0709776147537, 3278.9529596782168, 3407.663512372078, 3807.806112683241, 3600.6449728780826, 3911.619914824798, 3792.365382579993, 4316.714251333139, 4397.113447796224, 4676.206882383523, 5015.434653017247, 5481.402653985409, 9450.02164137812, 10000.0, 10000.0, 10000.0, 10000.0]","[15994.57, 20484.69, 29920.69, 28962.4, 30097.99, 36860.6, 33309.340000000004, 28947.19, 30331.0, 31894.4, 34026.71, 33552.2, 37100.0, 37566.0, 45154.73, 43135.96, 37507.5, 34712.1, 27757.5, 16355.89, 13959.59, 12749.69, 11900.68, 11535.34]","[14503.5, 11152.15, 12324.925, 11318.85, 10994.75, 13287.85, 11260.925, 9935.45, 8888.65, 9364.525, 10855.9, 11078.875, 11427.725, 11487.325, 14222.55, 14457.7, 13158.575, 10804.525, 9576.45, 9350.05, 13494.1, 18537.925, 22603.925, 23002.55]","[3998.65, 5123.35, 7604.025, 7556.15, 7846.799999999999, 9676.625, 9760.225, 13501.975, 18782.3, 20294.225, 20431.375, 20303.325, 20077.15, 19486.575, 15979.175, 13664.925, 10990.0, 9780.125, 7396.075, 4092.15, 3489.9, 3187.425, 2975.175, 2883.85]"
2024-06-05,"[10000.000000000002, 9999.999999999998, 9594.355338928935, 6997.67961131313, 7000.312588016954, 7000.45031226324, 4857.262847706137, 3872.1285490083214, 3236.105986523949, 3249.2823214685327, 3300.680913528719, 3207.561233757356, 3361.967667718286, 3283.342202530449, 4161.8988085049805, 4814.740189961515, 4999.9659772151645, 5738.829361238402, 6561.999106863866, 10000.0, 10000.0, 10000.0, 10000.0, 9999.999999999998]","[10298.36, 11251.0, 17493.49, 18073.16, 18476.27, 24655.8, 27022.1, 27170.59, 29053.02, 30833.5, 32919.6, 31452.7, 35437.4, 33652.520000000004, 39943.18, 41115.17, 34961.85, 26079.370000000003, 20469.22, 16176.89, 17390.36, 14246.7, 10131.5, 8622.67]","[17331.25, 12666.275, 11814.8, 10327.175, 10611.775, 12626.8, 10877.475, 10591.825, 8834.525, 9093.675, 10211.225, 10167.55, 11508.6, 11493.075, 13867.225, 15339.3, 13873.8, 10887.775, 10805.425, 13460.125, 16635.525, 22746.25, 29033.425, 27762.6]","[2574.6, 2812.75, 4385.375, 4721.725, 4847.65, 6423.775, 8097.9, 12775.2, 17410.375, 18925.625, 19749.775, 19517.225, 19287.525, 18332.075, 14053.275, 12398.85, 10095.025, 6962.45, 5322.05, 4058.325, 4347.6, 3561.675, 2532.875, 2155.675]"
2024-06-06,"[10000.0, 10000.000000000002, 8183.679495591669, 4353.645658347876, 4879.745720317732, 5169.511384896806, 3878.823478698728, 3070.179496714718, 2405.5478106089745, 3053.014701349927, 3137.23201173254, 2951.8492858303216, 3615.380109056149, 3380.951083993709, 4270.87216394022, 4488.924794571552, 4238.027397967699, 4113.645848198399, 5421.7902422949055, 10000.0, 10000.000000000002, 10000.0, 10000.0, 10000.0]","[11430.87, 12694.28, 21031.77, 17849.15, 19839.370000000003, 30373.31, 24228.6, 24016.2, 27063.69, 27786.7, 30196.36, 29424.38, 30965.7, 33219.75, 41423.88, 38943.0, 32957.7, 26976.0, 22258.0, 15625.77, 13332.6, 11580.59, 8997.49, 10030.45]","[17444.55, 9400.825, 8091.950000000001, 6535.6, 7069.0, 9590.625, 7730.025, 7282.7, 7296.425, 7883.6, 9343.475, 9366.05, 10287.2, 11124.625, 14001.45, 13729.35, 11773.35, 8919.55, 8833.95, 11073.925, 14959.95, 24666.75, 27920.6, 27999.4]","[2857.725, 3173.575, 5480.2, 6318.725, 6100.125, 8585.175, 9286.1, 14432.425, 19700.2, 20413.15, 20181.425, 19914.45, 19714.175, 19047.675, 15508.675, 13080.0, 11005.85, 8987.05, 6655.475, 3906.45, 3333.15, 2895.15, 2249.375, 2507.625]"
2024-06-07,"[10000.0, 7643.026115652914, 4999.336849948466, 4534.713108489801, 3978.2817857251375, 3419.807315670986, 3619.325259771046, 3181.450789008316, 2249.8044180131174, 2306.3631236836045, 2055.581680429064, 2095.549182524036, 1799.898524451108, 2157.444523448193, 3454.732964742336, 3593.0850051199886, 3622.513392282736, 3676.17185967264, 4537.0776992193205, 6683.633600687184, 9999.740030312216, 10000.0, 10000.0, 10000.0]","[14723.5, 15272.94, 17561.3, 18481.0, 16455.5, 20699.4, 20248.6, 22449.7, 24335.6, 24308.8, 23530.3, 25513.9, 25346.5, 26884.8, 30285.33, 30595.77, 28230.99, 22872.09, 19977.48, 15722.11, 19464.1, 16918.28, 13789.78, 15615.7]","[9605.475, 6616.925, 7392.425, 7385.15, 6342.775, 7031.825, 6820.825, 7115.625, 6615.95, 6748.9, 6667.075, 7168.55, 6922.675, 7355.775, 9579.95, 11100.6, 10290.65, 7305.325, 6502.475, 6431.5, 8211.975, 11716.475, 13837.0, 15945.8]","[3685.875, 4780.1, 6870.35, 7982.275, 7942.25, 10121.275, 10384.925, 15841.325, 20750.375, 21912.875, 21384.25, 21900.125, 21420.05, 19936.475, 17106.975, 14865.0, 12617.65, 10389.775, 7791.675, 5111.675, 4978.0, 4230.075, 3447.45, 3903.925]"
2024-06-08,"[7649.296604410206, 4783.126753740267, 3280.7274070294125, 2923.3640143447647, 2749.596540769653, 3304.3956548311407, 3080.1058436644867, 3048.5456405647305, 2007.7116848795763, 1825.011656276468, 2608.93726060836, 2563.4781409393995, 2052.6707857435963, 2432.5058580092814, 3572.2167989655354, 3760.209580758421, 3808.0954961676944, 3365.9859012041584, 3862.0555806093134, 4754.724893337208, 7644.727665635086, 10000.0, 10000.000000000002, 10000.0]","[23769.42, 18815.5, 20978.14, 19184.7, 18428.29, 24949.18, 22339.39, 23576.54, 25613.7, 26210.6, 26890.35, 27204.6, 28756.2, 30291.98, 34193.54, 34300.51, 31495.4, 27679.91, 26006.3, 21503.75, 26208.97, 29203.87, 24145.06, 23256.94]","[9145.075, 6876.4, 6791.9, 5899.475, 5567.625, 7769.125, 6887.775, 7317.2, 6926.975, 6947.9, 7585.425, 7649.925, 7763.45, 8359.15, 11039.925, 11847.875, 11035.725, 8404.75, 7650.125, 7235.45, 9096.225, 12432.475, 14612.2, 14771.25]","[6863.375, 7641.275, 8931.325, 9592.8, 9501.5, 11135.25, 11413.15, 15354.475, 20452.575, 22630.05, 23411.475, 23041.025, 22214.4, 20099.35, 17039.4, 14974.375, 13090.05, 11761.7, 9875.025, 7270.475, 7541.75, 7302.575, 6037.375, 5815.35]"
2024-06-09,"[5994.903545569334, 3958.441775620912, 3636.2898213862713, 3248.3645745440467, 3240.574084987857, 2798.110875129128, 3193.415367996135, 2713.679955084958, 1594.939165421505, 1499.7825885836155, 1476.6895135141049, 1399.6394693196305, 1286.032565783812, 1414.7362091941627, 1875.31544278988, 2667.7661995708368, 2577.355812153261, 1946.5358886120505, 2335.7805287106607, 3271.134938800116, 3470.2921727139383, 5236.779994372233, 9305.66325862601, 10000.0]","[24590.55, 21968.09, 20812.51, 20293.17, 19620.45, 23958.75, 21527.4, 21551.8, 20278.5, 19927.5, 21938.56, 21311.51, 21496.55, 23050.93, 28725.25, 28842.19, 26172.4, 20910.7, 19976.9, 20004.94, 20540.67, 23064.21, 26678.33, 25572.5]","[10588.2, 9067.975, 8566.425, 7412.2, 6884.1, 7025.25, 6598.825, 6283.925, 5285.5, 5110.35, 5814.75, 5605.475, 5579.35, 5948.8, 7676.55, 8206.475, 7620.675, 5702.525, 5504.9, 6515.325, 7753.5, 9593.85, 11833.05, 12242.45]","[7495.475, 8374.95, 9146.45, 9544.925, 9480.8, 11355.725, 12276.175, 17245.125, 22468.325, 24935.35, 25714.875, 26173.95, 25702.325, 23777.325, 20811.55, 18578.875, 16994.85, 15628.1, 13137.75, 9741.45, 9034.0, 7579.575000000001, 7005.325000000001, 6700.425]"
